,epoch,training_loss,training_error,test_error
0,1,0.6564243271946907,49.03681419372558,44.3919792175293
1,2,0.610580421090126,47.17238193511963,43.46736145019531
2,3,0.5312312650680542,42.790484771728515,42.51313781738281
3,4,0.5129659217596054,41.512194595336915,39.9769287109375
4,5,0.48215913742780686,39.44446323394775,40.18183135986328
5,6,0.4721153652667999,39.109651203155515,39.756568908691406
6,7,0.46751216918230054,38.78859092712403,38.013893127441406
7,8,0.46424135088920593,39.094842987060545,37.491294860839844
8,9,0.44880491092801095,37.81935659408569,35.44879150390625
9,10,0.4461252263188362,37.80473070144653,38.059566497802734
10,11,0.4457422024011612,37.773812751770016,35.90927505493164
11,12,0.4519682148098946,37.7963798904419,40.65558624267578
12,13,0.44225438714027404,37.64868989944458,35.6701545715332
13,14,0.4309271651506424,36.567361946105954,37.148658752441406
14,15,0.4285201436281204,36.86719562530518,35.770790100097656
15,16,0.4133901318907738,35.67360515594483,35.06592559814453
16,17,0.41707219183444977,35.914851093292235,37.65682601928711
17,18,0.4223352238535881,36.50876083374023,37.255741119384766
18,19,0.4177751329541206,36.09207529067993,35.09854507446289
19,20,0.412739155292511,35.46180194854736,35.95841598510742
20,21,0.40666590169072153,35.47862567901611,35.76039505004883
21,22,0.402252866178751,34.98638753890991,33.31229019165039
22,23,0.39520709425210954,34.65208572387695,34.3145866394043
23,24,0.38995933026075363,34.32037534713745,33.98117446899414
24,25,0.39351503059268,34.76907489776611,34.419002532958984
25,26,0.3961038546264172,34.69479907989502,35.81093215942383
26,27,0.4025872544944286,35.41663793563843,34.80033874511719
27,28,0.39182932436466217,34.593398857116696,34.209991455078125
28,29,0.3902224454283714,34.414145908355714,34.0830078125
29,30,0.37659664154052735,33.44472225189209,34.20709991455078
30,31,0.3833640098571777,33.774890365600584,34.03989028930664
31,32,0.3869311890006065,34.308682918548584,34.81364440917969
32,33,0.3745528230071068,33.474216079711915,33.0001220703125
33,34,0.3745716939866543,33.28333610534668,35.011959075927734
34,35,0.37979511842131614,33.81820726394653,34.63398361206055
35,36,0.3715009146928787,33.300763034820555,34.742164611816406
36,37,0.3919763560593128,34.60719692230224,36.025272369384766
37,38,0.36938857793807983,33.285837059021,33.394561767578125
38,39,0.3634732426702976,32.664303398132326,33.28582763671875
39,40,0.3860310746729374,34.29091398239136,34.115543365478516
40,41,0.36979853868484497,33.203474617004396,35.25981521606445
41,42,0.37374498330056666,33.468297481536865,32.88283920288086
42,43,0.3652755790948868,32.91078157424927,34.4719352722168
43,44,0.37347507268190383,33.598912658691404,34.259368896484375
44,45,0.3764902874827385,33.74409366607666,33.56740951538086
45,46,0.3718666708469391,33.39947612762451,32.040775299072266
46,47,0.36311637312173844,32.7358341217041,33.84903335571289
47,48,0.35648937687277793,32.45553909301758,34.4266242980957
48,49,0.37059411957859995,33.442253742218014,35.382896423339844
49,50,0.357310661226511,32.172083129882814,31.841039657592773
50,51,0.3533206222951412,32.24577436447144,33.285430908203125
51,52,0.367493434548378,33.36906000137329,33.4738883972168
52,53,0.35995367586612703,32.858845729827884,33.235652923583984
53,54,0.3648948858678341,33.14850135803223,32.92718505859375
54,55,0.35745479330420493,32.47029130935669,33.377986907958984
55,56,0.3559067718684673,32.3584118270874,32.95598220825195
56,57,0.35466740041971206,32.232781085968014,33.19386291503906
57,58,0.3640249840915203,32.850565662384035,32.75688171386719
58,59,0.34920053631067277,31.926924781799315,33.92756652832031
59,60,0.36248028606176375,32.933723793029785,32.91299057006836
60,61,0.3550798462331295,32.10590461730957,33.02292251586914
61,62,0.3542415110766888,31.9391632270813,33.78590774536133
62,63,0.35309645295143127,32.401737194061276,32.43509292602539
63,64,0.3517884033918381,32.18192455291748,33.253055572509766
64,65,0.35221086263656615,32.14647697448731,33.6268310546875
65,66,0.3466819509863853,31.6956746673584,32.20600128173828
66,67,0.3042428432404995,28.82773307800293,30.463590621948242
67,68,0.2916830113530159,28.00119218826294,30.291698455810547
68,69,0.2896182541549206,27.81016731262207,30.191173553466797
69,70,0.28361798673868177,27.50084741592407,30.188512802124023
70,71,0.2805788077414036,27.329515914916993,30.09749984741211
71,72,0.2830810284614563,27.411582279205323,30.191360473632812
72,73,0.27639336958527566,27.046878547668456,30.11906623840332
73,74,0.2751417385041714,26.953101501464843,30.073070526123047
74,75,0.2734302983433008,26.85742681503296,29.9632625579834
75,76,0.2706746144592762,26.67512487411499,30.017345428466797
76,77,0.2686454153060913,26.606726627349854,29.963701248168945
77,78,0.2673744051158428,26.49837930679321,30.00960350036621
78,79,0.26674431063234805,26.40855405807495,29.96357536315918
79,80,0.26543021976947784,26.393746776580812,29.728288650512695
80,81,0.2623755131661892,26.170595512390136,29.827180862426758
81,82,0.26157356530427933,26.151859207153322,29.885269165039062
82,83,0.26091467171907423,26.10296688079834,29.89194107055664
83,84,0.2611940884590149,26.081258754730225,29.800615310668945
84,85,0.25648807011544705,25.795993041992187,29.8748836517334
85,86,0.25669392943382263,25.863217887878417,29.696184158325195
86,87,0.25684392377734183,25.881156101226807,29.899370193481445
87,88,0.2577699939906597,25.904639434814452,29.866729736328125
88,89,0.25218354672193527,25.571742668151856,29.7678165435791
89,90,0.25358761459589,25.65831834793091,29.689062118530273
90,91,0.25101370304822923,25.519627494812013,29.762832641601562
91,92,0.25244388952851293,25.539340381622313,29.964588165283203
92,93,0.2529726029932499,25.58409122467041,29.80267333984375
93,94,0.24960072495043278,25.39619228363037,29.900466918945312
94,95,0.25158249169588087,25.481924781799318,29.968320846557617
95,96,0.2462746976315975,25.266770038604736,30.111495971679688
96,97,0.2472392737865448,25.29682062149048,29.995168685913086
97,98,0.24620549574494363,25.257431945800782,29.885107040405273
98,99,0.24719760313630104,25.26004695892334,29.826356887817383
99,100,0.24482939675450324,25.134032745361328,29.782447814941406
100,101,0.24051395148038865,24.900924186706543,29.758331298828125
101,102,0.2424618622660637,25.03696466445923,29.693618774414062
102,103,0.2412509673833847,24.940726165771483,29.967817306518555
103,104,0.24098265014588832,24.95726308822632,29.64116096496582
104,105,0.23862007677555083,24.820156574249268,29.823436737060547
105,106,0.23795504853129387,24.828955421447755,30.265869140625
