,epoch,training_loss,training_error,test_error
0,1,0.8226238207997016,50.38901361429466,48.984832763671875
1,2,0.7498147600101974,47.674618199186504,48.98447799682617
2,3,0.7301098153276263,47.57506971539191,46.765167236328125
3,4,0.6663402892508596,43.85082352836177,42.70542907714844
4,5,0.6572796095092341,43.39466677971606,43.366485595703125
5,6,0.6534318159211356,43.6097680577692,44.49825668334961
6,7,0.6252250052847952,41.62309322717055,42.05780029296875
7,8,0.607240211288884,40.670396121043076,44.57722091674805
8,9,0.6010883287438806,40.57621434049786,40.090545654296875
9,10,0.5799456936008526,39.67449961968188,41.081668853759766
10,11,0.5888841703252973,39.730933639238465,41.390655517578125
11,12,0.589317297598101,40.50680916264372,41.03642272949219
12,13,0.5925313093752231,40.91434003721993,41.26536560058594
13,14,0.5852551415281476,40.06802612880491,39.74717712402344
14,15,0.5655149935551409,38.718638402111125,41.45137405395508
15,16,0.5656731876562227,39.066694079705,40.17189407348633
16,17,0.5552845518544035,38.69198140558207,40.28248977661133
17,18,0.5460397460550632,38.18816213787726,38.74726867675781
18,19,0.5538534055340965,38.54418063613603,39.77425003051758
19,20,0.5575917813013185,38.46978820944732,38.93558883666992
20,21,0.5447022352578506,37.857283898119654,39.84197235107422
21,22,0.5385679776938457,37.722109020880936,39.11592483520508
22,23,0.5333408499663731,37.20664502989571,39.415592193603516
23,24,0.5343630589404196,37.53754248709049,37.935115814208984
24,25,0.5257832272997442,37.087953279603205,39.160316467285156
25,26,0.5216278439422823,36.873132525749924,39.50090789794922
26,27,0.539955531651119,37.9015533159364,40.831451416015625
27,28,0.5178014079354843,36.578800993145634,38.09336853027344
28,29,0.5168794618462617,36.42566907630776,37.76770782470703
29,30,0.5052417848470077,35.87250317267652,38.92396926879883
30,31,0.5043600555860771,35.548145869992815,38.18250274658203
31,32,0.5057666695342874,35.912186208760964,40.14309310913086
32,33,0.5082117499045606,36.100484596108494,37.771812438964844
33,34,0.49779498408425527,35.14262185006771,38.113346099853516
34,35,0.49994278291486344,35.69365310668945,38.85388946533203
35,36,0.5006899305109708,35.60924544424381,38.7927360534668
36,37,0.4901107037967106,35.16348637274976,38.23466873168945
37,38,0.5001142536694149,35.56071526149534,36.4720344543457
38,39,0.47572261938508953,34.19027364478921,37.3893928527832
39,40,0.49346432258497996,35.06926637325647,37.80765151977539
40,41,0.4870475176370369,35.29054245858822,37.302852630615234
41,42,0.4777071065497848,34.84984030813541,38.78892135620117
42,43,0.48136853665675755,34.92641758468916,37.83120346069336
43,44,0.47041024408250487,34.169541161015346,37.37217712402344
44,45,0.4715118402580045,34.36185750421488,37.787559509277344
45,46,0.47698349941451595,34.68536826799501,38.589073181152344
46,47,0.46019693140713674,33.728464594427145,38.15561294555664
47,48,0.4749929539437564,34.90229959307977,38.40315628051758
48,49,0.47374320311366386,34.25396958836969,37.6537971496582
49,50,0.45192020569207536,33.10023757646669,36.667877197265625
50,51,0.4640728960622032,33.61873907413123,36.58457946777344
51,52,0.46170372164474344,33.78699428630325,37.12814712524414
52,53,0.4516667959825048,33.10572152767541,37.01434326171875
53,54,0.4607300674015621,33.43565451424077,37.16600799560547
54,55,0.41262088294299143,30.878959403847748,34.988365173339844
55,56,0.39027067400374504,29.60469717349646,34.44846725463867
56,57,0.3802193645036446,28.98507308959961,34.35374450683594
57,58,0.3752185654527736,28.738508512388986,34.270294189453125
58,59,0.37072681059252544,28.441023340765035,34.0526123046875
59,60,0.36831858163734654,28.30010410524764,34.16777038574219
60,61,0.3631016142525763,28.08497515264547,34.00670623779297
61,62,0.36146755460298285,27.96708707989387,34.118064880371094
62,63,0.3570959135046545,27.784209233409953,34.248756408691406
63,64,0.35564078025098117,27.698429899395638,34.00080490112305
64,65,0.3527911401019906,27.509714126586914,34.05826187133789
65,66,0.3486132025718689,27.32585151240511,34.27583694458008
66,67,0.34831509022217877,27.316852317666108,34.09572219848633
67,68,0.345220684161726,27.18615675872227,34.13631820678711
68,69,0.3432503337005399,27.172571362189526,34.27336502075195
69,70,0.34149243021911047,26.965552779863465,34.21234130859375
70,71,0.3378192028909359,26.902801585647296,34.49348449707031
71,72,0.33809838711090806,26.72063489230174,34.22334289550781
72,73,0.3353068381547928,26.693051644091337,34.20457458496094
73,74,0.33347887391189357,26.547363857053362,34.477901458740234
74,75,0.33384433163786836,26.60219329258181,34.21458053588867
75,76,0.33091637717103056,26.4877525185639,34.460350036621094
76,77,0.3279499147298201,26.271197193073778,34.399688720703125
77,78,0.32781305403079625,26.141998255027914,34.818485260009766
78,79,0.32622510813317207,26.299365817375904,34.26323318481445
79,80,0.3243250512289551,26.07642278131449,34.31977844238281
