,epoch,training_loss,training_error,test_error
0,1,0.842372917767727,44.65425757205848,39.89823532104492
1,2,0.7091685226469329,40.0745621883508,37.828678131103516
2,3,0.678739124175274,38.803520780621156,37.00372314453125
3,4,0.6390236381328467,37.44035165960138,35.915218353271484
4,5,0.6367696288860205,37.187423185868695,36.459312438964844
5,6,0.6239439863147158,36.63055055791681,37.487579345703125
6,7,0.594231945998741,35.67187580917821,36.269649505615234
7,8,0.6067872553160696,36.001430280280836,35.52334976196289
8,9,0.5995936610481956,35.63069846413352,37.07350158691406
9,10,0.5820397942355184,34.70992215474447,37.822200775146484
10,11,0.5810867231903654,35.004726063121446,34.83671951293945
11,12,0.5817553400993347,35.157072298454516,34.929019927978516
12,13,0.5594569887175704,34.07099602439187,34.865150451660156
13,14,0.5595641723184874,33.72209618308327,34.730621337890625
14,15,0.5615497520475676,34.06256658380682,34.29994583129883
15,16,0.5520298977692922,33.86758532668605,35.157066345214844
16,17,0.5473100235967925,33.68972130977746,34.49472427368164
17,18,0.550366587711103,33.42711078759396,33.70905303955078
18,19,0.5469389241753202,33.71725261572635,35.70096969604492
19,20,0.5418276425563928,33.1534068367698,33.02511978149414
20,21,0.5448755278731837,33.28187451218114,35.118221282958984
21,22,0.5300012601144386,32.82877384532582,34.01344299316406
22,23,0.5267281541318605,32.542875810102984,34.07820510864258
23,24,0.51771362712889,32.1554837660356,34.41282653808594
24,25,0.5199303455425032,32.20266457759973,35.316402435302734
25,26,0.5424231679150553,33.571495171749234,33.9000129699707
26,27,0.49816909793651465,31.59791813474713,33.278175354003906
27,28,0.5444412710088672,33.701577215483695,32.37625503540039
28,29,0.4966045247785973,31.336925333196465,34.66796875
29,30,0.5076348311973341,31.53810200546727,33.54408645629883
30,31,0.48859252442013135,30.818539185957476,32.740997314453125
31,32,0.511379619439443,31.63247472589666,33.96392822265625
32,33,0.5051675077640649,31.701720960212477,32.062774658203125
33,34,0.4853279653823737,30.696335821440726,33.15772247314453
34,35,0.5042174377224662,31.659265864979137,32.85355758666992
35,36,0.4884414564479481,30.99251261624423,32.30812454223633
36,37,0.48409398758050165,30.550442493323125,32.125038146972656
37,38,0.5156787660988894,32.27983468951601,33.81671905517578
38,39,0.47764101082628424,30.796686230283797,31.362838745117188
39,40,0.46743262536597974,30.04639145822236,32.171504974365234
40,41,0.4665876897898587,29.735259027192086,31.69028091430664
41,42,0.4601811278950084,29.47698130752101,32.259490966796875
42,43,0.47829926736427075,30.314724777684066,32.25342559814453
43,44,0.4769842100865913,30.866800770615086,31.784788131713867
44,45,0.47161696444858203,29.861159989328094,31.904802322387695
45,46,0.4698686735196547,30.340526234019887,33.60663986206055
46,47,0.45350060318455554,29.180378884980172,31.556766510009766
47,48,0.4373240994684624,28.555231787941672,30.976512908935547
48,49,0.43852225668502576,28.541563380848277,30.68106460571289
49,50,0.4361947016282515,28.34569786534165,32.01468276977539
50,51,0.43870263027422357,29.094553629557293,30.5965633392334
51,52,0.4366580166599967,28.67465978680235,31.857528686523438
52,53,0.47245086684371485,29.76154003721295,32.9295539855957
53,54,0.46400969769015454,30.018434697931465,32.95764923095703
54,55,0.45224421855175134,29.58077893112645,33.3026123046875
55,56,0.44993864406238904,29.5317101912065,32.40424346923828
56,57,0.44165698958165717,29.056046110210996,31.774517059326172
57,58,0.4378761215643449,28.704984029134113,31.069433212280273
58,59,0.4202818581552217,28.192794626409356,31.14830780029297
59,60,0.4392969265128627,29.101183515606504,31.690587997436523
60,61,0.41812684861096466,28.24414097179066,30.988088607788086
61,62,0.4068407154444492,27.2783747586337,29.208675384521484
62,63,0.42413195516123914,28.07214251431552,29.973974227905273
63,64,0.44858836766445276,29.227288621844668,34.4506721496582
64,65,0.4399838149547577,29.258371179754082,31.777652740478516
65,66,0.42942645333030005,28.3479017199892,30.940513610839844
66,67,0.43901750806606177,28.910108392888848,30.203336715698242
67,68,0.42334453761577606,28.246578505544953,30.041561126708984
68,69,0.42226034131917084,27.840316425670277,30.265073776245117
69,70,0.4208247760931651,28.12307727698124,31.36350440979004
70,71,0.419976018594973,28.159626758459844,30.26023292541504
71,72,0.41001020055828674,27.726119995117188,31.2607421875
72,73,0.43721907608436816,28.490124904748164,29.772977828979492
73,74,0.3991290312824827,27.172189596927527,30.590591430664062
74,75,0.4096240130337802,27.76022466023763,30.061132431030273
75,76,0.3977919067397262,27.234176057757754,30.875259399414062
76,77,0.40095956217158923,27.456684228145715,32.5369758605957
77,78,0.4065995749199029,27.521810589414656,29.449520111083984
78,79,0.3645291102655006,25.385211539990973,28.777353286743164
79,80,0.3326044805122144,23.912549105557527,28.132762908935547
80,81,0.32521981768535846,23.38457997639974,28.12949562072754
81,82,0.3129391313502283,22.823517828276664,28.180265426635742
82,83,0.3129561367360028,22.807818499478426,28.058378219604492
83,84,0.30610209838910535,22.51892060944528,27.903289794921875
84,85,0.30158597727616626,22.26384503913648,27.877370834350586
85,86,0.3023046322844245,22.256193334406074,28.030284881591797
86,87,0.29705330007004016,22.04246677051891,27.88585662841797
87,88,0.2969161339781501,22.02569608977347,27.968441009521484
88,89,0.29002888545845495,21.76818833206639,28.15620994567871
89,90,0.2897338971044078,21.687412030769117,27.86203384399414
90,91,0.28923097027070593,21.64488711501613,27.888437271118164
91,92,0.2866206160097411,21.427429603807855,27.95290756225586
92,93,0.2790761459054369,21.228279633955523,27.862327575683594
93,94,0.2792331553769834,21.147528792872574,27.900535583496094
94,95,0.27458698641170154,21.043153127034504,27.906057357788086
95,96,0.27384616750659363,21.022361957665645,27.89328956604004
96,97,0.2736082605340264,20.93513841340036,27.92296028137207
97,98,0.2759349937691833,21.173599647753168,28.18789291381836
98,99,0.2706706040736401,20.86265431028424,27.818368911743164
99,100,0.26640707525339996,20.616473053440902,28.143184661865234
100,101,0.2659429316267823,20.62420521360455,28.09008026123047
101,102,0.2612398099718672,20.44741832848751,27.881668090820312
102,103,0.2587378869454066,20.23100653561679,28.04429817199707
103,104,0.2590643680005362,20.235538309270684,27.88644027709961
104,105,0.2561986509597663,20.233171260718144,27.841609954833984
105,106,0.25660621758663293,20.089929233897816,27.991079330444336
