,epoch,training_loss,training_error,test_error
0,1,0.8495853410826789,46.51094125818323,45.87400436401367
1,2,0.7388359021257471,42.67326001767759,45.64387512207031
2,3,0.6431358765672754,39.281144318757235,42.815128326416016
3,4,0.5972092560044041,37.58556507251881,40.37419128417969
4,5,0.5897520692260177,37.39249575579608,42.440921783447266
5,6,0.5799364966374857,36.47513417844419,39.85459518432617
6,7,0.525065462898325,34.15524850068269,37.99505615234375
7,8,0.5036005289466293,33.207691545839666,36.89247512817383
8,9,0.48457256732163606,32.08565323441117,36.81087875366211
9,10,0.47797709041171604,31.869333761709708,36.32011032104492
10,11,0.45950784506621184,31.186396210281938,35.876827239990234
11,12,0.4514792263507843,30.893614592375577,36.54806900024414
12,13,0.4645112521118588,31.18085698728208,35.4188117980957
13,14,0.44779938128259444,30.73124850237811,37.038291931152344
14,15,0.45416566839924566,30.527079123037833,33.76725769042969
15,16,0.4327874669322261,29.847418043348526,33.2208137512207
16,17,0.41829573225092004,28.914893326935946,33.8670768737793
17,18,0.42818506503546677,29.42171930383753,32.68125915527344
18,19,0.39075446128845215,27.51979312190303,31.96019172668457
19,20,0.395504680496675,27.7145772156892,31.27871322631836
20,21,0.3916111632629677,27.697052213880752,32.67343521118164
21,22,0.41608660640539946,29.232188401398837,34.395240783691406
22,23,0.4187801314724816,29.08652475145128,33.84685134887695
23,24,0.41871755597768007,29.679807874891495,32.44916915893555
24,25,0.38898322317335343,27.9834959242079,31.48040771484375
25,26,0.3696782539288203,27.242887991446036,31.04953384399414
26,27,0.36819910947923307,26.75850154735424,32.63368606567383
27,28,0.3624785972966088,26.660490813078702,31.28741455078125
28,29,0.36371941257406165,26.34560599150481,30.63386344909668
29,30,0.3727620867667375,26.718490883156104,31.13643455505371
30,31,0.3584970252381431,26.102771759033203,31.32576560974121
31,32,0.3613186180591583,26.24384738780834,30.75275421142578
32,33,0.3373979352138661,25.137440363566082,30.482980728149414
33,34,0.3442799570383849,25.365858360573096,29.7600040435791
34,35,0.3282486161700002,24.56487026921025,30.47531509399414
35,36,0.34851365674425056,25.668972863091362,30.66664695739746
36,37,0.34066118244771604,25.096690354523837,29.013505935668945
37,38,0.3450901442103916,25.474002484922057,29.9210205078125
38,39,0.34319574303097194,25.694179111056858,30.614601135253906
39,40,0.3291076703204049,24.89855448404948,29.10029411315918
40,41,0.3339785701698727,24.633681968406396,29.753896713256836
41,42,0.31248983630427607,23.930607619108976,28.645368576049805
42,43,0.32099901636441547,24.464100519816082,29.504236221313477
43,44,0.29797065092457664,23.017895451298468,27.49041175842285
44,45,0.2985036814654315,23.180254335756654,29.046945571899414
45,46,0.3005605560761911,23.345921834309895,28.492923736572266
46,47,0.313901267669819,24.184420903523762,28.78985023498535
47,48,0.3428583989540736,25.18422282183612,29.410457611083984
48,49,0.305719839753928,24.011463801066082,31.601221084594727
49,50,0.30745018687513137,23.953804510611075,29.44495964050293
50,51,0.3218747741646237,24.818027778908057,29.02567481994629
51,52,0.29501958081015833,23.143046696980793,28.532243728637695
52,53,0.2722875950513063,22.075884642424406,29.41590690612793
53,54,0.28116436854556753,22.721555568553782,27.87718391418457
54,55,0.2923194346604524,22.80346722073025,28.2098331451416
55,56,0.311202695524251,23.469297974197953,28.4567813873291
56,57,0.2931356617697963,23.19749606097186,28.91539192199707
57,58,0.28551167415248024,22.632838355170357,29.0552978515625
58,59,0.2878476166062885,22.939149997852468,28.943777084350586
59,60,0.281055830695011,22.807935573436595,30.21853256225586
60,61,0.2667476303047604,21.164975731461137,26.788375854492188
61,62,0.22535544965002272,19.176380298755788,25.873079299926758
62,63,0.21009453137715658,18.292668801766855,25.736093521118164
63,64,0.19884336353452117,17.688850826687283,25.646936416625977
64,65,0.1932648417574388,17.39535179844609,25.58278465270996
65,66,0.18622836774146115,17.081617425989222,25.497323989868164
66,67,0.18198051358814593,16.83696707972774,25.400224685668945
67,68,0.18018116884761387,16.783035737496835,25.416959762573242
68,69,0.17731099437784265,16.60839338655825,25.395179748535156
69,70,0.17652869721253714,16.507528764230234,25.40937614440918
70,71,0.17403881969275298,16.415834250273527,25.463638305664062
71,72,0.17048894420818048,16.30478353853579,25.30191993713379
72,73,0.16707858360475963,16.062234807897497,25.333879470825195
73,74,0.16588909841246074,15.953871091206869,25.375795364379883
74,75,0.1606012502754176,15.73174321209943,25.38518714904785
75,76,0.16170476735742004,15.821890972278736,25.404022216796875
76,77,0.16020260806436892,15.821799525508174,25.308055877685547
77,78,0.1574598178267479,15.618933147854275,25.422977447509766
78,79,0.1557459748453564,15.533471566659433,25.26107406616211
79,80,0.15479417807526058,15.415980762905544,25.42558479309082
80,81,0.15515489959054524,15.493599750377514,25.508325576782227
81,82,0.15112968037525812,15.321127573649088,25.38810920715332
82,83,0.14787451288214437,15.154365645514595,25.218626022338867
83,84,0.14736888198940842,15.116298110396773,25.31052017211914
84,85,0.14760358383258185,15.023338777047616,25.668245315551758
85,86,0.14425087802939945,14.939408408270943,25.337358474731445
86,87,0.1415254375724881,14.766551936114276,25.255868911743164
87,88,0.14239953209956488,14.783807118733725,25.31326675415039
88,89,0.1396531487504641,14.630211300320095,25.042694091796875
89,90,0.14065054445355027,14.696627193027073,25.406702041625977
90,91,0.14055031924336045,14.63538756193938,25.316452026367188
91,92,0.13581090586053002,14.475573575055158,25.191551208496094
92,93,0.13497271085226978,14.362524350484213,25.19792366027832
93,94,0.13522790979456017,14.53353140089247,25.00135612487793
94,95,0.12973006345607616,14.099768709253382,25.25040626525879
95,96,0.13340735476877955,14.258390991776078,25.13736343383789
96,97,0.13107146709053605,14.278854158189562,25.251583099365234
97,98,0.1271763403934461,13.976251248960141,24.87623405456543
98,99,0.12905685355265936,13.918144120110405,25.225996017456055
99,100,0.1282725339686429,13.99185668097602,25.01517105102539
100,101,0.1272648881982874,13.933652277346011,25.174558639526367
101,102,0.12338244556276887,13.666400838781286,24.949403762817383
102,103,0.12272236937725986,13.67507228144893,24.87282943725586
103,104,0.12061331752273771,13.597993320888943,24.880043029785156
104,105,0.12084708583575708,13.702876620822483,25.105758666992188
105,106,0.11876595544594305,13.550559008563006,25.120849609375
106,107,0.11858534978495704,13.417744353965476,24.972511291503906
107,108,0.11283185719339936,13.154145664638943,24.970306396484375
108,109,0.11222799660431014,13.04161262512207,24.75088119506836
109,110,0.11232099130197808,13.119077470567492,25.038803100585938
110,111,0.11339976141850154,13.128688211794254,24.86236572265625
111,112,0.11244556197413692,13.077407483701352,24.73709487915039
112,113,0.10684576313252803,12.676775685063115,24.922260284423828
113,114,0.1075049321408625,12.754012708310727,24.621017456054688
114,115,0.10785816775427924,12.646953759370026,24.814645767211914
115,116,0.10495669353339407,12.569881792421695,24.620214462280273
116,117,0.10536678963237339,12.650402422304508,24.704036712646484
